image_id,item_id,file_path,category,subcategory,source_type,width,height,is_valid,is_duplicate,notes
img_000164,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000015.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000166,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000017.jpg,blouse,Blouse,deepfashion,232,300,yes,pending,split=val
img_000169,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000020.jpg,blouse,Blouse,deepfashion,236,291,yes,pending,split=train
img_000171,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000022.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000172,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000023.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000173,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000024.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000174,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000025.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000176,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000027.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000178,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000029.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=test
img_000180,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000031.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000187,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000038.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=test
img_000188,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000039.jpg,blouse,Blouse,deepfashion,236,300,yes,pending,split=train
img_000189,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000040.jpg,blouse,Blouse,deepfashion,244,301,yes,pending,split=train
img_000190,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000041.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000191,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000042.jpg,blouse,Blouse,deepfashion,260,300,yes,pending,split=test
img_000192,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000043.jpg,blouse,Blouse,deepfashion,235,300,yes,pending,split=val
img_000196,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000047.jpg,blouse,Blouse,deepfashion,236,300,yes,pending,split=train
img_000198,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000049.jpg,blouse,Blouse,deepfashion,240,300,yes,pending,split=test
img_000199,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000050.jpg,blouse,Blouse,deepfashion,226,300,yes,pending,split=train
img_000200,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000051.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000201,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000052.jpg,blouse,Blouse,deepfashion,240,300,yes,pending,split=train
img_000203,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000054.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000204,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000055.jpg,blouse,Blouse,deepfashion,234,300,yes,pending,split=train
img_000208,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000059.jpg,blouse,Blouse,deepfashion,258,300,yes,pending,split=train
img_000210,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000061.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000211,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000062.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000213,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000064.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=test
img_000215,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000066.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=val
img_000217,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000068.jpg,blouse,Blouse,deepfashion,300,239,yes,pending,split=val
img_000219,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000070.jpg,blouse,Blouse,deepfashion,280,280,yes,pending,split=train
img_000221,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000072.jpg,blouse,Blouse,deepfashion,259,300,yes,pending,split=test
img_000222,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000073.jpg,blouse,Blouse,deepfashion,225,300,yes,pending,split=train
img_000225,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000076.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000230,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000081.jpg,blouse,Blouse,deepfashion,258,300,yes,pending,split=train
img_000232,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000083.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000233,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000084.jpg,blouse,Blouse,deepfashion,235,300,yes,pending,split=train
img_000236,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000087.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000237,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000088.jpg,blouse,Blouse,deepfashion,246,300,yes,pending,split=val
img_000238,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000089.jpg,blouse,Blouse,deepfashion,300,239,yes,pending,split=train
img_000241,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000092.jpg,blouse,Blouse,deepfashion,235,235,yes,pending,split=train
img_000243,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000094.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000244,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000095.jpg,blouse,Blouse,deepfashion,248,300,yes,pending,split=test
img_000245,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000096.jpg,blouse,Blouse,deepfashion,251,300,yes,pending,split=train
img_000246,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000097.jpg,blouse,Blouse,deepfashion,225,300,yes,pending,split=train
