image_id,item_id,file_path,category,subcategory,source_type,width,height,is_valid,is_duplicate,notes
img_000083,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000083.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000084,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000084.jpg,blouse,Blouse,deepfashion,228,300,yes,pending,split=train
img_000086,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000086.jpg,blouse,Blouse,deepfashion,263,300,yes,pending,split=train
img_000089,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000089.jpg,blouse,Blouse,deepfashion,240,300,yes,pending,split=train
img_000092,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000092.jpg,blouse,Blouse,deepfashion,242,286,yes,pending,split=train
img_000093,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000093.jpg,blouse,Blouse,deepfashion,235,300,yes,pending,split=train
img_000094,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000094.jpg,blouse,Blouse,deepfashion,225,300,yes,pending,split=train
img_000095,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000095.jpg,blouse,Blouse,deepfashion,300,239,yes,pending,split=train
img_000100,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000100.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000104,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000104.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000105,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000105.jpg,blouse,Blouse,deepfashion,235,300,yes,pending,split=train
img_000106,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000106.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000109,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000109.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000114,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000114.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000116,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000116.jpg,blouse,Blouse,deepfashion,300,225,yes,pending,split=train
img_000119,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000119.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000127,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000127.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000128,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000128.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000130,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000130.jpg,blouse,Blouse,deepfashion,236,245,yes,pending,split=train
img_000132,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000132.jpg,blouse,Blouse,deepfashion,234,300,yes,pending,split=train
img_000137,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000137.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000138,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000138.jpg,blouse,Blouse,deepfashion,231,300,yes,pending,split=train
img_000140,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000140.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000141,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000141.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000148,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000148.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000149,Sheer_Pleated-Front_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Pleated-Front_Blouse\img_00000149.jpg,blouse,Blouse,deepfashion,251,300,yes,pending,split=train
img_000153,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000004.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000158,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000009.jpg,blouse,Blouse,deepfashion,244,301,yes,pending,split=train
img_000162,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000013.jpg,blouse,Blouse,deepfashion,240,300,yes,pending,split=train
img_000164,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000015.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000169,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000020.jpg,blouse,Blouse,deepfashion,236,291,yes,pending,split=train
img_000171,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000022.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000172,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000023.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000173,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000024.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000174,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000025.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000176,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000027.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000180,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000031.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000188,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000039.jpg,blouse,Blouse,deepfashion,236,300,yes,pending,split=train
img_000189,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000040.jpg,blouse,Blouse,deepfashion,244,301,yes,pending,split=train
img_000190,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000041.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000196,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000047.jpg,blouse,Blouse,deepfashion,236,300,yes,pending,split=train
img_000199,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000050.jpg,blouse,Blouse,deepfashion,226,300,yes,pending,split=train
img_000200,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000051.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000201,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000052.jpg,blouse,Blouse,deepfashion,240,300,yes,pending,split=train
img_000203,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000054.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000204,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000055.jpg,blouse,Blouse,deepfashion,234,300,yes,pending,split=train
img_000208,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000059.jpg,blouse,Blouse,deepfashion,258,300,yes,pending,split=train
img_000210,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000061.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000211,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000062.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000219,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000070.jpg,blouse,Blouse,deepfashion,280,280,yes,pending,split=train
img_000222,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000073.jpg,blouse,Blouse,deepfashion,225,300,yes,pending,split=train
img_000225,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000076.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000230,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000081.jpg,blouse,Blouse,deepfashion,258,300,yes,pending,split=train
img_000232,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000083.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000233,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000084.jpg,blouse,Blouse,deepfashion,235,300,yes,pending,split=train
img_000236,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000087.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000238,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000089.jpg,blouse,Blouse,deepfashion,300,239,yes,pending,split=train
img_000241,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000092.jpg,blouse,Blouse,deepfashion,235,235,yes,pending,split=train
img_000243,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000094.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000245,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000096.jpg,blouse,Blouse,deepfashion,251,300,yes,pending,split=train
img_000246,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000097.jpg,blouse,Blouse,deepfashion,225,300,yes,pending,split=train
img_000250,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000101.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000252,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000103.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000257,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000108.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000258,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000109.jpg,blouse,Blouse,deepfashion,236,300,yes,pending,split=train
img_000261,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000112.jpg,blouse,Blouse,deepfashion,257,300,yes,pending,split=train
img_000263,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000114.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000264,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000115.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000265,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000116.jpg,blouse,Blouse,deepfashion,240,300,yes,pending,split=train
img_000267,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000118.jpg,blouse,Blouse,deepfashion,257,300,yes,pending,split=train
img_000268,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000119.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000269,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000120.jpg,blouse,Blouse,deepfashion,258,300,yes,pending,split=train
img_000273,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000124.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000274,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000125.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000275,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000126.jpg,blouse,Blouse,deepfashion,300,285,yes,pending,split=train
img_000276,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000127.jpg,blouse,Blouse,deepfashion,250,300,yes,pending,split=train
img_000279,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000130.jpg,blouse,Blouse,deepfashion,225,300,yes,pending,split=train
img_000280,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000131.jpg,blouse,Blouse,deepfashion,236,275,yes,pending,split=train
img_000281,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000132.jpg,blouse,Blouse,deepfashion,300,285,yes,pending,split=train
img_000282,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000133.jpg,blouse,Blouse,deepfashion,300,258,yes,pending,split=train
img_000287,Sheer_Woven_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Sheer_Woven_Blouse\img_00000138.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000291,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000004.jpg,blouse,Blouse,deepfashion,254,300,yes,pending,split=train
img_000293,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000006.jpg,blouse,Blouse,deepfashion,225,300,yes,pending,split=train
img_000295,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000008.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000297,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000010.jpg,blouse,Blouse,deepfashion,227,301,yes,pending,split=train
img_000299,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000012.jpg,blouse,Blouse,deepfashion,301,301,yes,pending,split=train
img_000303,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000016.jpg,blouse,Blouse,deepfashion,237,300,yes,pending,split=train
img_000307,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000020.jpg,blouse,Blouse,deepfashion,225,300,yes,pending,split=train
img_000316,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000029.jpg,blouse,Blouse,deepfashion,261,300,yes,pending,split=train
img_000321,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000034.jpg,blouse,Blouse,deepfashion,280,280,yes,pending,split=train
img_000322,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000035.jpg,blouse,Blouse,deepfashion,261,300,yes,pending,split=train
img_000325,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000038.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000332,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000045.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000334,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000047.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000335,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000048.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000341,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000054.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000342,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000055.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000343,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000056.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000344,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000057.jpg,blouse,Blouse,deepfashion,300,300,yes,pending,split=train
img_000347,Shirred_Floral-Embroidered_Blouse,C:\clothes_ir_dataset\raw\deepfashion\Img\img\img\Shirred_Floral-Embroidered_Blouse\img_00000060.jpg,blouse,Blouse,deepfashion,261,300,yes,pending,split=train
